Index,Model,Percentile,CVE_MUN,Scenario,TimeAggregate,Year
1,1,90,15118,1,3,2093
1,1,90,15116,1,3,2094
1,1,90,15123,1,3,2095
1,1,90,15124,1,3,2096
1,1,90,15039,1,3,2097
1,1,90,15099,1,3,2098
1,1,90,15100,1,3,2099
1,1,90,15010,1,3,2100
1,1,10,15011,1,3,1973
1,1,10,15044,1,3,1976
1,1,10,15050,1,3,1978
1,1,10,15053,1,3,1981
1,1,10,15057,1,3,1983
1,1,10,15103,1,3,1992
1,1,10,15013,1,3,2001
1,1,90,15104,1,3,1985
1,1,90,15058,1,3,1993
1,1,90,15059,1,3,1995
1,1,90,15108,1,3,1996
1,1,90,15121,1,3,1997
1,1,90,15015,1,3,2000
1,1,90,15061,1,3,2011
1,1,90,15120,1,3,2012
1,1,90,15065,1,3,2013
1,1,90,15122,1,3,2016
1,1,90,15125,1,3,2017
1,1,90,15109,1,3,2019
1,1,90,15016,1,3,2021
1,1,90,15017,1,3,2023
1,1,90,15068,1,3,2024
1,1,90,15069,1,3,2025
1,1,90,15020,1,3,2026
1,1,90,15022,1,3,2027
1,1,90,15023,1,3,2031
1,1,90,15070,1,3,2032
1,1,90,15024,1,3,2034
1,1,90,15025,1,3,2035
1,1,90,15028,1,3,2036
1,1,90,15075,1,3,2037
1,1,90,15081,1,3,2038
1,1,90,15083,1,3,2039
1,1,90,15029,1,3,2041
1,1,90,15030,1,3,2042
1,1,90,15034,1,3,2044
1,1,90,15084,1,3,2045
1,1,90,15089,1,3,2046
1,1,90,15031,1,3,2047
1,1,90,15091,1,3,2048
1,1,90,15092,1,3,2049
1,1,90,15033,1,3,2050
1,1,90,15036,1,3,2051
1,1,90,15093,1,3,2053
1,1,90,15035,1,3,2056
1,1,90,15094,1,3,2057
1,1,90,15096,1,3,2058
1,1,90,15037,1,3,2059
1,1,90,15002,1,3,2060
1,1,90,15009,1,3,2061
1,1,90,16108,1,3,2062
1,1,90,16085,1,3,2063
1,1,90,16008,1,3,2064
1,1,90,16010,1,3,2065
1,1,90,16096,1,3,2066
1,1,90,16077,1,3,2067
1,1,90,16038,1,3,2068
1,1,90,16026,1,3,2069
1,1,90,16002,1,3,2070
1,1,90,16055,1,3,2071
1,1,90,16097,1,3,2072
1,1,90,16013,1,3,2073
1,1,90,16089,1,3,2074
1,1,90,16057,1,3,2075
1,1,90,16059,1,3,2076
1,1,90,16009,1,3,2077
1,1,90,16081,1,3,2078
1,1,90,16092,1,3,2079
1,1,90,16046,1,3,2080
1,1,90,16012,1,3,2081
1,1,90,16099,1,3,2082
1,1,90,16111,1,3,2083
1,1,90,16058,1,3,2084
1,1,90,16083,1,3,2085
1,1,90,16047,1,3,2086
1,1,90,16001,1,3,2087
1,1,90,16068,1,3,2088
1,1,90,16090,1,3,2089
1,1,90,16061,1,3,2090
1,1,90,16098,1,3,2091
1,1,90,16100,1,3,2092
1,1,90,16005,1,3,2093
1,1,90,16032,1,3,2094
1,1,90,16056,1,3,2095
1,1,90,16073,1,3,2096
1,1,90,16022,1,3,2097
1,1,90,16024,1,3,2098
1,1,90,16075,1,3,2099
1,1,90,16072,1,3,2100
1,1,10,16095,1,3,1972
1,1,10,16034,1,3,1973
1,1,10,16088,1,3,1976
1,1,10,16091,1,3,1978
1,1,10,16019,1,3,1981
1,1,10,16110,1,3,1983
1,1,10,16037,1,3,1992
1,1,10,16027,1,3,2001
1,1,90,16018,1,3,1993
1,1,90,16044,1,3,2000
1,1,90,16070,1,3,2003
1,1,90,16084,1,3,2017
1,1,90,16054,1,3,2021
1,1,90,16020,1,3,2025
1,1,90,16078,1,3,2026
1,1,90,16045,1,3,2032
1,1,90,16094,1,3,2034
1,1,90,16063,1,3,2035
1,1,90,16023,1,3,2038
1,1,90,16074,1,3,2039
1,1,90,16004,1,3,2041
1,1,90,16042,1,3,2045
1,1,90,16028,1,3,2046
1,1,90,16031,1,3,2047
1,1,90,16109,1,3,2048
1,1,90,16030,1,3,2049
1,1,90,16071,1,3,2050
1,1,90,16060,1,3,2053
1,1,90,16105,1,3,2056
1,1,90,16086,1,3,2058
1,1,90,16069,1,3,2059
1,1,90,16079,1,3,2060
1,1,90,16052,1,3,2061
1,1,90,16014,1,3,2062
1,1,90,16029,1,3,2063
1,1,90,16015,1,3,2065
1,1,90,16035,1,3,2066
1,1,90,16006,1,3,2067
1,1,90,16064,1,3,2068
1,1,90,16033,1,3,2069
1,1,90,16087,1,3,2070
1,1,90,16082,1,3,2071
1,1,90,16040,1,3,2072
1,1,90,16025,1,3,2073
1,1,90,16049,1,3,2074
1,1,90,16112,1,3,2075
1,1,90,16039,1,3,2076
1,1,90,16066,1,3,2077
1,1,90,16048,1,3,2078
1,1,90,16101,1,3,2079
1,1,90,16007,1,3,2080
1,1,90,16065,1,3,2081
1,1,90,16041,1,3,2082
1,1,90,16021,1,3,2083
1,1,90,16080,1,3,2084
1,1,90,16053,1,3,2085
1,1,90,16093,1,3,2086
1,1,90,16016,1,3,2087
1,1,90,16003,1,3,2088
1,1,90,16107,1,3,2089
1,1,90,16043,1,3,2090
1,1,90,16050,1,3,2091
1,1,90,16036,1,3,2092
1,1,90,16017,1,3,2093
1,1,90,16104,1,3,2094
1,1,90,16051,1,3,2095
1,1,90,16076,1,3,2096
1,1,90,16067,1,3,2097
1,1,90,16103,1,3,2098
1,1,90,16062,1,3,2099
1,1,90,16011,1,3,2100
1,1,10,16113,1,3,1972
1,1,10,16106,1,3,1976
1,1,10,16102,1,3,1981
1,1,90,17001,1,1,2003
1,1,90,17002,1,1,2005
1,1,90,17003,1,1,2006
1,1,90,17004,1,1,2013
1,1,90,17005,1,1,2016
1,1,90,17006,1,1,2018
1,1,90,17007,1,1,2021
1,1,90,17008,1,1,2026
1,1,90,17009,1,1,2028
1,1,90,17010,1,1,2031
1,1,90,17011,1,1,2034
1,1,90,17012,1,1,2039
1,1,90,17013,1,1,2043
1,1,90,17014,1,1,2044
1,1,90,17015,1,1,2045
1,1,90,17016,1,1,2049
1,1,90,17017,1,1,2051
1,1,90,17018,1,1,2052
1,1,90,17019,1,1,2054
1,1,90,17020,1,1,2056
1,1,90,17021,1,1,2057
1,1,90,17022,1,1,2059
1,1,90,17023,1,1,2060
1,1,90,17024,1,1,2061
1,1,90,17025,1,1,2062
1,1,90,17026,1,1,2064
1,1,90,17027,1,1,2065
1,1,90,17028,1,1,2069
1,1,90,17029,1,1,2070
1,1,90,17030,1,1,2071
1,1,90,17031,1,1,2073
1,1,90,17032,1,1,2074
1,1,90,17033,1,1,2076
1,1,90,18001,1,1,2077
1,1,90,18002,1,1,2078
1,1,90,18003,1,1,2079
1,1,90,18004,1,1,2080
1,1,90,18005,1,1,2081
1,1,90,18006,1,1,2082
1,1,90,18007,1,1,2083
1,1,90,18008,1,1,2084
1,1,90,18009,1,1,2085
1,1,90,18010,1,1,2086
1,1,90,18011,1,1,2087
1,1,90,18012,1,1,2089
1,1,90,18013,1,1,2090
1,1,90,18014,1,1,2091
1,1,90,18015,1,1,2092
1,1,90,18016,1,1,2093
1,1,90,18017,1,1,2094
1,1,90,18018,1,1,2095
1,1,90,18019,1,1,2096
1,1,90,18020,1,1,2097
1,1,90,19001,1,1,2098
1,1,90,19002,1,1,2099
1,1,90,19003,1,1,2100
1,1,10,19004,1,1,1974
1,1,10,19005,1,1,1981
1,1,10,19006,1,1,2009
1,1,10,19007,1,1,2023
1,1,10,19008,1,1,2025
1,1,10,19009,1,1,2029
1,1,90,19010,1,1,1980
1,1,90,19011,1,1,1992
1,1,90,19012,1,1,1994
1,1,90,19013,1,1,2003
1,1,90,19014,1,1,2005
1,1,90,19015,1,1,2006
1,1,90,19016,1,1,2013
1,1,90,19017,1,1,2015
1,1,90,19018,1,1,2018
1,1,90,19019,1,1,2020
1,1,90,19020,1,1,2026
1,1,90,19021,1,1,2031
1,1,90,19022,1,1,2034
1,1,90,19023,1,1,2037
1,1,90,19024,1,1,2038
1,1,90,19025,1,1,2039
1,1,90,19026,1,1,2044
1,1,90,19027,1,1,2045
1,1,90,19028,1,1,2051
1,1,90,19029,1,1,2052
1,1,90,19030,1,1,2054
1,1,90,19031,1,1,2057
1,1,90,19032,1,1,2059
1,1,90,19033,1,1,2060
1,1,90,19034,1,1,2061
1,1,90,19035,1,1,2062
1,1,90,19036,1,1,2064
1,1,90,19037,1,1,2065
1,1,90,19038,1,1,2067
1,1,90,19039,1,1,2070
1,1,90,19040,1,1,2073
1,1,90,19041,1,1,2074
1,1,90,19042,1,1,2076
1,1,90,19043,1,1,2077
1,1,90,19044,1,1,2078
1,1,90,19045,1,1,2079
1,1,90,19046,1,1,2081
1,1,90,19047,1,1,2082
1,1,90,19048,1,1,2083
1,1,90,19049,1,1,2084
1,1,90,19050,1,1,2085
1,1,90,19051,1,1,2086
1,1,90,20001,1,1,2087
1,1,90,20002,1,1,2089
1,1,90,20003,1,1,2090
1,1,90,20004,1,1,2091
1,1,90,20005,1,1,2092
1,1,90,20006,1,1,2093
1,1,90,20007,1,1,2094
1,1,90,20008,1,1,2095
1,1,90,20009,1,1,2096
1,1,90,20010,1,1,2097
1,1,90,20011,1,1,2098
1,1,90,20012,1,1,2099
1,1,90,20013,1,1,2100
1,1,10,20014,1,1,1974
1,1,10,20015,1,1,1981
1,1,10,20016,1,1,2009
1,1,10,20017,1,1,2025
1,1,10,20018,1,1,2063
1,1,90,20019,1,1,1992
1,1,90,20020,1,1,2003
1,1,90,20021,1,1,2005
1,1,90,20022,1,1,2013
1,1,90,20023,1,1,2015
1,1,90,20024,1,1,2018
1,1,90,20025,1,1,2026
1,1,90,20026,1,1,2028
1,1,90,20027,1,1,2031
1,1,90,20028,1,1,2034
1,1,90,20029,1,1,2038
1,1,90,20030,1,1,2039
1,1,90,20031,1,1,2044
1,1,90,20032,1,1,2045
1,1,90,20033,1,1,2049
1,1,90,20034,1,1,2051
1,1,90,20035,1,1,2054
1,1,90,20036,1,1,2057
1,1,90,20037,1,1,2059
1,1,90,20038,1,1,2060
1,1,90,20039,1,1,2061
1,1,90,20040,1,1,2062
1,1,90,20041,1,1,2065
1,1,90,20042,1,1,2070
1,1,90,20043,1,1,2073
1,1,90,20044,1,1,2074
1,1,90,20045,1,1,2076
1,1,90,20046,1,1,2077
1,1,90,20047,1,1,2078
1,1,90,20048,1,1,2079
1,1,90,20049,1,1,2081
1,1,90,20050,1,1,2082
1,1,90,20051,1,1,2083
1,1,90,20052,1,1,2084
1,1,90,20053,1,1,2085
1,1,90,20054,1,1,2086
1,1,90,20055,1,1,2087
1,1,90,20056,1,1,2089
1,1,90,20057,1,1,2090
1,1,90,20058,1,1,2091
1,1,90,20059,1,1,2092
1,1,90,20060,1,1,2093
1,1,90,20061,1,1,2094
1,1,90,20062,1,1,2095
1,1,90,20063,1,1,2096
1,1,90,20064,1,1,2097
1,1,90,20065,1,1,2098
1,1,90,20066,1,1,2099
1,1,90,20067,1,1,2100
1,1,10,20068,1,1,1974
1,1,10,20069,1,1,1981
1,1,10,20070,1,1,1998
1,1,10,20071,1,1,2009
1,1,10,20072,1,1,2058
1,1,10,20073,1,1,2063
1,1,90,20074,1,1,1980
1,1,90,20075,1,1,1992
1,1,90,20076,1,1,2003
1,1,90,20077,1,1,2005
1,1,90,20078,1,1,2006
1,1,90,20079,1,1,2013
1,1,90,20080,1,1,2015
1,1,90,20081,1,1,2016
1,1,90,20082,1,1,2018
1,1,90,20083,1,1,2026
1,1,90,20084,1,1,2028
1,1,90,20085,1,1,2031
1,1,90,20086,1,1,2034
1,1,90,20087,1,1,2037
1,1,90,20088,1,1,2038
1,1,90,20089,1,1,2039
1,1,90,20090,1,1,2044
1,1,90,20091,1,1,2045
1,1,90,20092,1,1,2049
1,1,90,20093,1,1,2051
1,1,90,20094,1,1,2052
1,1,90,20095,1,1,2054
1,1,90,20096,1,1,2057
1,1,90,20097,1,1,2059
1,1,90,20098,1,1,2060
1,1,90,20099,1,1,2061
1,1,90,20100,1,1,2062
1,1,90,20101,1,1,2065
1,1,90,20102,1,1,2067
1,1,90,20103,1,1,2070
1,1,90,20104,1,1,2073
1,1,90,20105,1,1,2074
1,1,90,20106,1,1,2076
1,1,90,20107,1,1,2077
1,1,90,20108,1,1,2078
1,1,90,20109,1,1,2079
1,1,90,20110,1,1,2081
1,1,90,20111,1,1,2082
1,1,90,20112,1,1,2083
1,1,90,20113,1,1,2084
1,1,90,20114,1,1,2085
1,1,90,20115,1,1,2086
1,1,90,20116,1,1,2087
1,1,90,20117,1,1,2089
1,1,90,20118,1,1,2090
1,1,90,20119,1,1,2091
1,1,90,20120,1,1,2092
1,1,90,20121,1,1,2093
1,1,90,20122,1,1,2094
1,1,90,20123,1,1,2095
1,1,90,20124,1,1,2096
1,1,90,20125,1,1,2097
1,1,90,20126,1,1,2098
1,1,90,20127,1,1,2099
1,1,90,20128,1,1,2100
1,1,10,20129,1,1,1974
1,1,10,20130,1,1,1981
1,1,10,20131,1,1,2009
1,1,10,20132,1,1,2025
1,1,10,20133,1,1,2063
1,1,90,20134,1,1,1992
1,1,90,20135,1,1,2003
1,1,90,20136,1,1,2005
1,1,90,20137,1,1,2006
1,1,90,20138,1,1,2013
1,1,90,20139,1,1,2015
1,1,90,20140,1,1,2018
1,1,90,20141,1,1,2026
1,1,90,20142,1,1,2031
1,1,90,20143,1,1,2034
1,1,90,20144,1,1,2037
1,1,90,20145,1,1,2038
1,1,90,20146,1,1,2039
1,1,90,20147,1,1,2044
1,1,90,20148,1,1,2045
1,1,90,20149,1,1,2051
1,1,90,20150,1,1,2052
1,1,90,20151,1,1,2054
1,1,90,20152,1,1,2057
1,1,90,20153,1,1,2059
1,1,90,20154,1,1,2060
1,1,90,20155,1,1,2061
1,1,90,20156,1,1,2062
1,1,90,20157,1,1,2064
1,1,90,20158,1,1,2065
1,1,90,20159,1,1,2067
1,1,90,20160,1,1,2070
1,1,90,20161,1,1,2073
1,1,90,20162,1,1,2074
1,1,90,20163,1,1,2076
1,1,90,20164,1,1,2077
1,1,90,20165,1,1,2078
1,1,90,20166,1,1,2079
1,1,90,20167,1,1,2081
1,1,90,20168,1,1,2082
1,1,90,20169,1,1,2083
1,1,90,20170,1,1,2084
1,1,90,20171,1,1,2085
1,1,90,20172,1,1,2086
1,1,90,20173,1,1,2087
1,1,90,20174,1,1,2089
1,1,90,20175,1,1,2090
1,1,90,20176,1,1,2091
1,1,90,20177,1,1,2092
1,1,90,20178,1,1,2093
1,1,90,20179,1,1,2094
1,1,90,20180,1,1,2095
1,1,90,20181,1,1,2096
1,1,90,20182,1,1,2097
1,1,90,20183,1,1,2098
1,1,90,20184,1,1,2099
1,1,90,20185,1,1,2100
1,1,10,20186,1,1,1974
1,1,10,20187,1,1,1981
1,1,10,20188,1,1,2009
1,1,10,20189,1,1,2058
1,1,10,20190,1,1,2063
1,1,90,20191,1,1,1992
1,1,90,20192,1,1,2003
1,1,90,20193,1,1,2005
1,1,90,20194,1,1,2006
1,1,90,20195,1,1,2013
1,1,90,20196,1,1,2015
1,1,90,20197,1,1,2016
1,1,90,20198,1,1,2018
1,1,90,20199,1,1,2020
1,1,90,20200,1,1,2021
1,1,90,20201,1,1,2026
1,1,90,20202,1,1,2027
1,1,90,20203,1,1,2030
1,1,90,20204,1,1,2031
1,1,90,20205,1,1,2034
1,1,90,20206,1,1,2037
1,1,90,20207,1,1,2038
1,1,90,20208,1,1,2039
1,1,90,20209,1,1,2040
1,1,90,20210,1,1,2043
1,1,90,20211,1,1,2044
1,1,90,20212,1,1,2045
1,1,90,20213,1,1,2049
1,1,90,20214,1,1,2051
1,1,90,20215,1,1,2052
1,1,90,20216,1,1,2054
1,1,90,20217,1,1,2056
1,1,90,20218,1,1,2057
1,1,90,20219,1,1,2059
1,1,90,20220,1,1,2060
1,1,90,20221,1,1,2061
1,1,90,20222,1,1,2062
1,1,90,20223,1,1,2064
1,1,90,20224,1,1,2065
1,1,90,20225,1,1,2066
1,1,90,20226,1,1,2067
1,1,90,20227,1,1,2068
1,1,90,20228,1,1,2069
1,1,90,20229,1,1,2070
1,1,90,20230,1,1,2071
1,1,90,20231,1,1,2072
1,1,90,20232,1,1,2073
1,1,90,20233,1,1,2074
1,1,90,20234,1,1,2076
1,1,90,20235,1,1,2077
1,1,90,20236,1,1,2078
1,1,90,20237,1,1,2079
1,1,90,20238,1,1,2080
1,1,90,20239,1,1,2081
1,1,90,20240,1,1,2082
1,1,90,20241,1,1,2083
1,1,90,20242,1,1,2084
1,1,90,20243,1,1,2085
1,1,90,20244,1,1,2086
1,1,90,20245,1,1,2087
1,1,90,20246,1,1,2088
1,1,90,20247,1,1,2089
1,1,90,20248,1,1,2090
1,1,90,20249,1,1,2091
1,1,90,20250,1,1,2092
1,1,90,20251,1,1,2093
1,1,90,20252,1,1,2094
1,1,90,20253,1,1,2095
1,1,90,20254,1,1,2096
1,1,90,20255,1,1,2097
1,1,90,20256,1,1,2098
1,1,90,20257,1,1,2099
1,1,90,20258,1,1,2100
1,1,10,20259,1,1,1973
1,1,10,20260,1,1,1974
1,1,10,20261,1,1,1978
1,1,10,20262,1,1,1981
1,1,10,20263,1,1,1984
1,1,10,20264,1,1,1987
1,1,10,20265,1,1,2009
1,1,10,20266,1,1,2063
1,1,90,20267,1,1,1992
1,1,90,20268,1,1,1994
1,1,90,20269,1,1,2003
1,1,90,20270,1,1,2005
1,1,90,20271,1,1,2006
1,1,90,20272,1,1,2015
1,1,90,20273,1,1,2018
1,1,90,20274,1,1,2020
1,1,90,20275,1,1,2031
1,1,90,20276,1,1,2034
1,1,90,20277,1,1,2037
1,1,90,20278,1,1,2038
1,1,90,20279,1,1,2039
1,1,90,20280,1,1,2044
1,1,90,20281,1,1,2045
1,1,90,20282,1,1,2051
1,1,90,20283,1,1,2054
1,1,90,20284,1,1,2057
1,1,90,20285,1,1,2059
1,1,90,20286,1,1,2060
1,1,90,20287,1,1,2061
1,1,90,20288,1,1,2062
1,1,90,20289,1,1,2064
1,1,90,20290,1,1,2065
1,1,90,20291,1,1,2067
1,1,90,20292,1,1,2070
1,1,90,20293,1,1,2073
1,1,90,20294,1,1,2074
1,1,90,20295,1,1,2076
1,1,90,20296,1,1,2077
1,1,90,20297,1,1,2078
1,1,90,20298,1,1,2079
1,1,90,20299,1,1,2081
1,1,90,20300,1,1,2082
1,1,90,20301,1,1,2083
1,1,90,20302,1,1,2085
1,1,90,20303,1,1,2086
1,1,90,20304,1,1,2087
1,1,90,20305,1,1,2089
1,1,90,20306,1,1,2090
1,1,90,20307,1,1,2091
1,1,90,20308,1,1,2092
1,1,90,20309,1,1,2093
1,1,90,20310,1,1,2094
1,1,90,20311,1,1,2095
1,1,90,20312,1,1,2096
1,1,90,20313,1,1,2097
1,1,90,20314,1,1,2098
1,1,90,20315,1,1,2099
1,1,90,20316,1,1,2100
1,1,10,20317,1,1,1973
1,1,10,20318,1,1,1974
1,1,10,20319,1,1,1978
1,1,10,20320,1,1,1981
1,1,10,20321,1,1,2009
1,1,10,20322,1,1,2017
1,1,10,20323,1,1,2025
1,1,10,20324,1,1,2058
1,1,10,20325,1,1,2063
1,1,90,20326,1,1,1992
1,1,90,20327,1,1,2003
1,1,90,20328,1,1,2005
1,1,90,20329,1,1,2006
1,1,90,20330,1,1,2013
1,1,90,20331,1,1,2015
1,1,90,20332,1,1,2016
1,1,90,20333,1,1,2018
1,1,90,20334,1,1,2020
1,1,90,20335,1,1,2021
1,1,90,20336,1,1,2026
1,1,90,20337,1,1,2030
1,1,90,20338,1,1,2031
1,1,90,20339,1,1,2034
1,1,90,20340,1,1,2037
1,1,90,20341,1,1,2038
1,1,90,20342,1,1,2039
1,1,90,20343,1,1,2043
1,1,90,20344,1,1,2044
1,1,90,20345,1,1,2045
1,1,90,20346,1,1,2049
1,1,90,20347,1,1,2051
1,1,90,20348,1,1,2052
1,1,90,20349,1,1,2054
1,1,90,20350,1,1,2056
1,1,90,20351,1,1,2057
1,1,90,20352,1,1,2059
1,1,90,20353,1,1,2060
1,1,90,20354,1,1,2061
1,1,90,20355,1,1,2062
1,1,90,20356,1,1,2064
1,1,90,20357,1,1,2065
1,1,90,20358,1,1,2066
1,1,90,20359,1,1,2067
1,1,90,20360,1,1,2068
1,1,90,20361,1,1,2069
1,1,90,20362,1,1,2070
1,1,90,20363,1,1,2071
1,1,90,20364,1,1,2073
1,1,90,20365,1,1,2074
1,1,90,20366,1,1,2076
1,1,90,20367,1,1,2077
1,1,90,20368,1,1,2078
1,1,90,20369,1,1,2079
1,1,90,20370,1,1,2080
1,1,90,20371,1,1,2081
1,1,90,20372,1,1,2082
1,1,90,20373,1,1,2083
1,1,90,20374,1,1,2084
1,1,90,20375,1,1,2085
1,1,90,20376,1,1,2086
1,1,90,20377,1,1,2087
1,1,90,20378,1,1,2089
1,1,90,20379,1,1,2090
1,1,90,20380,1,1,2091
1,1,90,20381,1,1,2092
1,1,90,20382,1,1,2093
1,1,90,20383,1,1,2094
1,1,90,20384,1,1,2095
1,1,90,20385,1,1,2096
1,1,90,20386,1,1,2097
1,1,90,20387,1,1,2098
1,1,90,20388,1,1,2099
1,1,90,20389,1,1,2100
1,1,10,20390,1,1,1973
1,1,10,20391,1,1,1974
1,1,10,20392,1,1,1981
1,1,10,20393,1,1,2009
1,1,10,20394,1,1,2063
1,1,90,20395,1,1,1992
1,1,90,20396,1,1,2003
1,1,90,20397,1,1,2005
1,1,90,20398,1,1,2013
1,1,90,20399,1,1,2018
1,1,90,20400,1,1,2021
1,1,90,20401,1,1,2026
1,1,90,20402,1,1,2028
1,1,90,20403,1,1,2031
1,1,90,20404,1,1,2034
1,1,90,20405,1,1,2039
1,1,90,20406,1,1,2044
1,1,90,20407,1,1,2045
1,1,90,20408,1,1,2049
1,1,90,20409,1,1,2051
1,1,90,20410,1,1,2054
1,1,90,20411,1,1,2056
1,1,90,20412,1,1,2057
1,1,90,20413,1,1,2059
1,1,90,20414,1,1,2060
1,1,90,20415,1,1,2061
1,1,90,20416,1,1,2062
1,1,90,20417,1,1,2064
1,1,90,20418,1,1,2065
1,1,90,20419,1,1,2069
1,1,90,20420,1,1,2070
1,1,90,20421,1,1,2071
1,1,90,20422,1,1,2073
1,1,90,20423,1,1,2074
1,1,90,20424,1,1,2077
1,1,90,20425,1,1,2078
1,1,90,20426,1,1,2079
1,1,90,20427,1,1,2080
1,1,90,20428,1,1,2081
1,1,90,20429,1,1,2082
1,1,90,20430,1,1,2083
1,1,90,20431,1,1,2084
1,1,90,20432,1,1,2085
1,1,90,20433,1,1,2086
1,1,90,20434,1,1,2087
1,1,90,20435,1,1,2089
1,1,90,20436,1,1,2090
1,1,90,20437,1,1,2091
1,1,90,20438,1,1,2092
1,1,90,20439,1,1,2093
1,1,90,20440,1,1,2094
1,1,90,20441,1,1,2095
1,1,90,20442,1,1,2096
1,1,90,20443,1,1,2097
1,1,90,20444,1,1,2098
1,1,90,20445,1,1,2099
1,1,90,20446,1,1,2100
1,1,10,20447,1,1,1974
1,1,10,20448,1,1,1981
1,1,10,20449,1,1,1998
1,1,10,20450,1,1,2002
1,1,10,20451,1,1,2009
1,1,10,20452,1,1,2029
1,1,10,20453,1,1,2058
1,1,10,20454,1,1,2063
1,1,90,20455,1,1,1989
1,1,90,20456,1,1,1992
1,1,90,20457,1,1,2003
1,1,90,20458,1,1,2005
1,1,90,20459,1,1,2006
1,1,90,20460,1,1,2013
1,1,90,20461,1,1,2015
1,1,90,20462,1,1,2016
1,1,90,20463,1,1,2018
1,1,90,20464,1,1,2026
1,1,90,20465,1,1,2031
1,1,90,20466,1,1,2034
1,1,90,20467,1,1,2038
1,1,90,20468,1,1,2039
1,1,90,20469,1,1,2044
1,1,90,20470,1,1,2045
1,1,90,20471,1,1,2049
1,1,90,20472,1,1,2051
1,1,90,20473,1,1,2052
1,1,90,20474,1,1,2054
1,1,90,20475,1,1,2057
1,1,90,20476,1,1,2059
1,1,90,20477,1,1,2060
1,1,90,20478,1,1,2061
1,1,90,20479,1,1,2062
1,1,90,20480,1,1,2065
1,1,90,20481,1,1,2067
1,1,90,20482,1,1,2070
1,1,90,20483,1,1,2073
1,1,90,20484,1,1,2074
1,1,90,20485,1,1,2076
1,1,90,20486,1,1,2077
1,1,90,20487,1,1,2078
1,1,90,20488,1,1,2079
1,1,90,20489,1,1,2081
1,1,90,20490,1,1,2082
1,1,90,20491,1,1,2083
1,1,90,20492,1,1,2084
1,1,90,20493,1,1,2085
1,1,90,20494,1,1,2086
1,1,90,20495,1,1,2087
1,1,90,20496,1,1,2089
1,1,90,20497,1,1,2090
1,1,90,20498,1,1,2091
1,1,90,20499,1,1,2092
1,1,90,20500,1,1,2093
1,1,90,20501,1,1,2094
1,1,90,20502,1,1,2095
1,1,90,20503,1,1,2096
1,1,90,20504,1,1,2097
1,1,90,20505,1,1,2098
1,1,90,20506,1,1,2099
1,1,90,20507,1,1,2100
1,1,10,20508,1,1,1974
1,1,10,20509,1,1,1998
1,1,10,20510,1,1,2009
1,1,10,20511,1,1,2063
1,1,90,20512,1,1,1992
1,1,90,20513,1,1,1994
1,1,90,20514,1,1,2003
1,1,90,20515,1,1,2005
1,1,90,20516,1,1,2006
1,1,90,20517,1,1,2013
1,1,90,20518,1,1,2015
1,1,90,20519,1,1,2018
1,1,90,20520,1,1,2031
1,1,90,20521,1,1,2034
1,1,90,20522,1,1,2037
1,1,90,20523,1,1,2038
1,1,90,20524,1,1,2039
1,1,90,20525,1,1,2044
1,1,90,20526,1,1,2045
1,1,90,20527,1,1,2051
1,1,90,20528,1,1,2054
1,1,90,20529,1,1,2057
1,1,90,20530,1,1,2059
1,1,90,20531,1,1,2060
1,1,90,20532,1,1,2061
1,1,90,20533,1,1,2062
1,1,90,20534,1,1,2064
1,1,90,20535,1,1,2065
1,1,90,20536,1,1,2069
1,1,90,20537,1,1,2070
1,1,90,20538,1,1,2073
1,1,90,20539,1,1,2074
1,1,90,20540,1,1,2076
1,1,90,20541,1,1,2077
1,1,90,20542,1,1,2078
1,1,90,20543,1,1,2079
1,1,90,20544,1,1,2080
1,1,90,20545,1,1,2081
1,1,90,20546,1,1,2082
1,1,90,20547,1,1,2083
1,1,90,20548,1,1,2084
1,1,90,20549,1,1,2085
1,1,90,20550,1,1,2086
1,1,90,20551,1,1,2087
1,1,90,20552,1,1,2089
1,1,90,20553,1,1,2090
1,1,90,20554,1,1,2091
1,1,90,20555,1,1,2092
1,1,90,20556,1,1,2093
1,1,90,20557,1,1,2094
1,1,90,20558,1,1,2095
1,1,90,20559,1,1,2096
1,1,90,20560,1,1,2097
1,1,90,20561,1,1,2098
1,1,90,20562,1,1,2099
1,1,90,20563,1,1,2100
1,1,10,20564,1,1,1974
1,1,10,20565,1,1,1981
1,1,10,20566,1,1,2009
1,1,10,20567,1,1,2058
1,1,10,20568,1,1,2063
1,1,90,20569,1,1,1992
1,1,90,20570,1,1,1995
1,1,90,21027,1,1,2005
1,1,90,21072,1,1,2006
1,1,90,21073,1,1,2018
1,1,90,21088,1,1,2020
1,1,90,21155,1,1,2030
1,1,90,21216,1,1,2031
1,1,90,21002,1,1,2034
1,1,90,21007,1,1,2035
1,1,90,21009,1,1,2037
1,1,90,21011,1,1,2038
1,1,90,21012,1,1,2039
1,1,90,21014,1,1,2043
1,1,90,21017,1,1,2044
1,1,90,21022,1,1,2045
1,1,90,21023,1,1,2049
1,1,90,21024,1,1,2051
1,1,90,21026,1,1,2052
1,1,90,21028,1,1,2054
1,1,90,21029,1,1,2056
1,1,90,21031,1,1,2057
1,1,90,21033,1,1,2059
1,1,90,21036,1,1,2060
1,1,90,21037,1,1,2061
1,1,90,21039,1,1,2062
1,1,90,21041,1,1,2064
1,1,90,21044,1,1,2065
1,1,90,21045,1,1,2066
